npsn,nama_sekolah,alamat,kelurahan,status,kecamatan,kabupaten,jenjang,latitude,longitude
60708038,MIS AL IKHLAS,Kp. Baru RT.01 RW.09,Mandalakasih,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
60708039,MIS AONILLAH,Jln. Geusan Ulun Kp. Cikoneng RT. 02 RW. 06,Pameungpeuk,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
60708040,MIS ASH SHOLIHAT,Jl. KH Hasan Marfu No. 979,Mancagahar,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
60708041,MIS ATTAUFIQ,Citeureup,Sirnabakti,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
69854174,MIS Jabaliyah,Kp. Sukasari RT. 01 R. 10,BOJONGKIDUL,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278348,MTSS AL BAROKAH,Jalan Cikopo Rt. 02 Rw. 08,Pameungpeuk,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278349,MTSS AL MANAR,Jl. Miramare N0. 700 Kp. Wates,Mancagahar,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278351,MTSS ASH SHOLIHAT,K.H. Hasan Marfu No. 109,Mancagahar,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278352,MTSS AT TAUFIQ,Kp. Citeureup Rt.02 Rw. 03,Sirnabakti,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278350,MTSS MA ARIF ARROHIM PAMEUNGPEUK,Tambakbaya No.115,Mandalakasih,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278353,MTSS MARDLIYAH,Jalan Kaum Tengah No. 127,Pameungpeuk,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20278354,MTSS PERSATUAN ISLAM,Jl. Tegalgede Rt 03 Rw 12,Jatimulya,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
70012455,SD MUHAMMADIYAH MANCAGAHAR,Jl. KH. Hasan Marfu RT 21 RW 05,Mancagahar,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20225715,SDN 1 Bojong,Kp. Negla,Bojong,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20225712,SDN 1 Bojong Kidul,Kp. Centrong,BOJONGKIDUL,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226084,SDN 1 Jatimulya,Kp. Babakan,Jatimulya,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226283,SDN 1 Mancagahar,Jl. Cilauteureun,Mancagahar,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226286,SDN 1 Mandalakasih,Jl. Tambakbaya 116,Mandalakasih,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226468,SDN 1 Paas,Jl. Industri,Paas,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226528,SDN 1 Pameungpeuk,Jl. Kaum Tengah No.87,Pameungpeuk,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226773,SDN 1 Sirnabakti,Jl. Miramareu,Sirnabakti,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20225718,SDN 2 Bojong,Kp. Cikangkung,Bojong,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20260364,SDN 2 Bojong Kidul,Kp. Daeu,BOJONGKIDUL,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226085,SDN 2 Jatimulya,Kp. Babakan,Jatimulya,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226284,SDN 2 Mancagahar,Jl. Sayang Heulang,Mancagahar,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226287,SDN 2 Mandalakasih,Jl. Tambakbaya,Mandalakasih,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226469,SDN 2 Paas,Jl. Industri,Paas,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226529,SDN 2 Pameungpeuk,Jl. Kaum Tengah No.85,Pameungpeuk,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226086,SDN 3 Jatimulya,Jl.Cidahon,Jatimulya,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226285,SDN 3 Mancagahar,Jl. Raya Cilauteureun,Mancagahar,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226288,SDN 3 Mandalakasih,Jl. Tambakbaya,Mandalakasih,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226470,SDN 3 Paas,Jl. Raya Cigodeg,Paas,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226530,SDN 3 Pameungpeuk,Jl. Geusan Ulun,Pameungpeuk,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226289,SDN 4 Mandalakasih,Jl. Punaga,Mandalakasih,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226471,SDN 4 Paas,Jl. Puncaksari,Paas,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226531,SDN 4 Pameungpeuk,Kp. Tegal Sari,Pameungpeuk,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20226472,SDN 5 Paas,Kp. Cibarani,Paas,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
70054876,SMP ISLAM TERPADU PERADABAN AL AMIN PAMEUNGPEUK,Jl. Miramare Kp. Baru Jati RT 03 RW 09,Mandalakasih,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
69888771,SMP IT AS SYIDIQ PAMEUNGPEUK,KP. GEMBRONG RT 01/06,Bojong,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
69950498,SMP IT MIFTAHUL HUDA PAMEUNGPEUK,Jl. Pesantren Kp. Jampang RT 01 RW 09,Jatimulya,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20209270,SMP PGRI PAMEUNGPEUK,Jl. Geusan Ulun No. 86,Pameungpeuk,SWASTA,Pameungpeuk,Kab. Garut,dikdas,,
20209398,SMPN 1 Pameungpeuk,Jl. Raya Cilauteureun No. 134,Jatimulya,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
20262011,SMPN 2 Pameungpeuk,Jalan Raya Pameungpeuk - Cisompet KM. 3 (Cigadog),Sirnabakti,NEGERI,Pameungpeuk,Kab. Garut,dikdas,,
60707912,MIS AL-MANNAR,Kp. Al-Mannar,Karyasari,SWASTA,Cibalong,Kab. Garut,dikdas,,
60707913,MIS ANNUR I,Kp. Cisalak Rt.01 rW.03,NAJATEN,SWASTA,Cibalong,Kab. Garut,dikdas,,
60707914,MIS ANNUR II CIBALONG,Kp.Bongas Rt.02 Rw.04,NAJATEN,SWASTA,Cibalong,Kab. Garut,dikdas,,
20278243,MTSS AN-NUR CIBALONG,Kp. Cisalak,NAJATEN,SWASTA,Cibalong,Kab. Garut,dikdas,,
69983254,MTSS MIFTAHUL HUDA,KP. CIKOLE,Maroko,SWASTA,Cibalong,Kab. Garut,dikdas,,
20278244,MTSS SA AL MANAR CIBALONG,Kp. Al-Mannar Sindangsono Rt 002 Rw 010,Karyasari,SWASTA,Cibalong,Kab. Garut,dikdas,,
20226175,SDN 1 Cigaronggong,Kp. Cigaronggong,Cigaronggong,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226169,SDN 1 Karyamukti,Jl. Raya Cibalong No.223,Karya Mukti,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226177,SDN 1 Karyasari,Kp. Cibera,Karyasari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226332,SDN 1 Maroko,Kp. Batunumpang,Maroko,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226172,SDN 1 Mekarmukti,Kp. Cibanen,Mekarmukti,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226391,SDN 1 Mekarsari,Jalan Miramare No. 472,Mekarsari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226334,SDN 1 Mekarwangi,Kp. Cigerentel,Mekarwangi,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226711,SDN 1 Najaten,Kp. Cinengah,NAJATEN,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226650,SDN 1 Sagara,Kp. KAREES,Sagara,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226679,SDN 1 Sancang,Jln. Maranti No.02,Sancang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226709,SDN 1 Simpang,Kp. Sindangsari,Simpang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226171,SDN 2 Karyamukti,Jl. Raya Cibalong No.222,Karya Mukti,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226336,SDN 2 Maroko,Kp. Cigandu,Maroko,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226173,SDN 2 Mekarmukti,Kp. Nyalindung,Mekarmukti,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226401,SDN 2 Mekarsari,Kp. Nagara,Mekarsari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226715,SDN 2 Najaten,Kp. Cipancar,NAJATEN,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226680,SDN 2 Sancang,KP. CIBALUK,Sancang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226713,SDN 2 Simpang,Kp. Dahu,Simpang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226337,SDN 3 Maroko,Kp. Gorowong,Maroko,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226408,SDN 3 Mekarsari,Kp. Perkebunan Nagara,Mekarsari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226718,SDN 3 Najaten,Kp. Cimadang,NAJATEN,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226652,SDN 3 Sagara,Kp. Kubangsari,Sagara,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226681,SDN 3 Sancang,Kp. Miramare Cijeruk,Sancang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226717,SDN 3 Simpang,Kp. Petakan,Simpang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226414,SDN 4 Mekarsari,Kp. Bangbayang,Mekarsari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226653,SDN 4 Sagara,Kp. Cipetir,Sagara,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226682,SDN 4 Sancang,Kp. Cigandawesi,Sancang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226719,SDN 4 Simpang,Kp. Bojong Sirna Rt.01 Rw.07,Simpang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226415,SDN 5 Mekarsari,KP. JATISARI,Mekarsari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20226683,SDN 5 Sancang,Kp. Cikopolalay No.02,Sancang,NEGERI,Cibalong,Kab. Garut,dikdas,,
69964211,SMP IT AL IHSAN CIBALONG,"Jl. Raya Maroko Kp, Gorowong",Maroko,SWASTA,Cibalong,Kab. Garut,dikdas,,
20209297,SMPN 1 Cibalong,Jl. Raya Miramare,Karyasari,NEGERI,Cibalong,Kab. Garut,dikdas,,
20209400,SMPN 2 Cibalong,Jl.Perintis No.2,Sancang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20227431,SMPN 3 Cibalong,Jl. Raya Maroko,Maroko,NEGERI,Cibalong,Kab. Garut,dikdas,,
20268976,SMPN Satu Atap 1 Cibalong,Cibalong,Mekarmukti,NEGERI,Cibalong,Kab. Garut,dikdas,,
20269732,SMPN Satu Atap 2 Cibalong,Kp. Petakan,Simpang,NEGERI,Cibalong,Kab. Garut,dikdas,,
20269733,SMPN Satu Atap 3 Cibalong,Kp. Cipancar,NAJATEN,NEGERI,Cibalong,Kab. Garut,dikdas,,
69771390,SMPN Satu Atap 4 Cibalong,KP. KUBANGSARI,Sagara,NEGERI,Cibalong,Kab. Garut,dikdas,,
60707956,MIS AL HASANAH,Kp Cipaksa Panyindangan,Sukanagara,SWASTA,Cisompet,Kab. Garut,dikdas,,
69727115,MIS AL IKHLAS,Cisaladah,Cisompet,SWASTA,Cisompet,Kab. Garut,dikdas,,
60707957,MIS AL-MIFTAH,Kp. Cipagereun Rt. 01 Rw. 13,Kec. Cisompet,SWASTA,Cisompet,Kab. Garut,dikdas,,
60707958,MIS KARTAWIYAH,kp. Tonjongwangi,Sukanagara,SWASTA,Cisompet,Kab. Garut,dikdas,,
60707959,MIS NURUSSALAM,Jl. Raya Depok No. 149,Depok,SWASTA,Cisompet,Kab. Garut,dikdas,,
69853343,MTs Al-Miftah,Kp. Cipagereun Rt.01 Rw.13,Kec. Cisompet,SWASTA,Cisompet,Kab. Garut,dikdas,,
20278286,MTSS AL-HASBILLAH,Kp. Rancapalah Rt. 01 Rw. 06,Cihaurkuning,SWASTA,Cisompet,Kab. Garut,dikdas,,
69881640,MTSS Darul Miftah,Kp. Cimuncang Rt/ 003 Rw/ 007,Cikondang,SWASTA,Cisompet,Kab. Garut,dikdas,,
20278283,MTSS MUHAMMADIYAH DARUL ARQAM,Jl. Lapang Jaya Bakti No. 343,Jatisari,SWASTA,Cisompet,Kab. Garut,dikdas,,
20278285,MTSS NURUL HUDA,Kp. Cipaksa,Panyindangan,SWASTA,Cisompet,Kab. Garut,dikdas,,
20225811,SDN 1 Cihaurkuning,Kp. Banjarmukti,Cihaurkuning,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225967,SDN 1 Cisompet,Jln.lapang Jaya Bakti,Cisompet,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226003,SDN 1 Depok,Kp. Pagelaran,Depok,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226089,SDN 1 Jatisari,Kp. Gandasoli,Jatisari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226448,SDN 1 Neglasari,Jl. Raya Neglasari,Neglasari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226568,SDN 1 Panyindangan,Jl. Panyindangan No.80,Panyindangan,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226932,SDN 1 Sukamukti,Kp. Cibitung,Sukamukti,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226970,SDN 1 Sukanagara,Kp. Bangsasinga,Sukanagara,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225813,SDN 2 Cihaurkuning,Jl. Haurkuning,Cihaurkuning,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226004,SDN 2 Depok,Kp. Pangligaran,Depok,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226090,SDN 2 Jatisari,Jl. Sermadurahman,Jatisari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226316,SDN 2 Margamulya,Kp. Datarwaru,Margamulya,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226570,SDN 2 Panyindangan,Kp. Sirnagalih,Panyindangan,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226937,SDN 2 Sukamukti,Kp. Mekarsari,Sukamukti,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226971,SDN 2 Sukanagara,Kp. Bantarpeundeuy,Sukanagara,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225815,SDN 3 Cihaurkuning,Kp. Sukasari,Cihaurkuning,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225969,SDN 3 Cisompet,Kp. Lio,Cisompet,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226008,SDN 3 Depok,Kp. Heras,Depok,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226093,SDN 3 Jatisari,Kp. Singatuwuh,Jatisari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226319,SDN 3 Margamulya,Kp. Cikubang,Margamulya,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226455,SDN 3 Neglasari,Kp. Padarame,Neglasari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226574,SDN 3 Panyindangan,Kp. Citomo,Panyindangan,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226756,SDN 3 Sindangsari,Kp. Joglo,Sindangsari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226943,SDN 3 Sukamukti,Kp. cikuda,Sukamukti,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226972,SDN 3 Sukanagara,Kp. Cimedang,Sukanagara,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225816,SDN 4 Cihaurkuning,Kp. Cirongsok,Cihaurkuning,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225868,SDN 4 Cikondang,Kp. Burujul,Cikondang,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225970,SDN 4 Cisompet,Kp. Datar Kendal,Cisompet,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226094,SDN 4 Jatisari,Kp. Cibentang,Jatisari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226459,SDN 4 Neglasari,Kp. Cisarua Desa Neglasari Kec. Cisompet,Neglasari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226575,SDN 4 Panyindangan,Kp. Cilaut IV,Panyindangan,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226758,SDN 4 Sindangsari,Kp. Cipongpok,Sindangsari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20226948,SDN 4 Sukamukti,Kp. Nagrak Desa Sukamukti Kec. Cisompet Kab. Garut,Sukamukti,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225869,SDN 5 Cikondang,Kp. Mekarjati,Cikondang,NEGERI,Cisompet,Kab. Garut,dikdas,,
20225870,SDN 6 Cikondang,Kp. Cintawana RT/RW 01/08,Cikondang,NEGERI,Cisompet,Kab. Garut,dikdas,,
70006199,SMP CIHAURKUNING SATU,Kp. Mekarsari RT 02 RW 10,Cihaurkuning,SWASTA,Cisompet,Kab. Garut,dikdas,,
69946689,SMP IT ANNUR WAHID,Kp. Pancen Cikapundung RT 02 RW 08,Cihaurkuning,SWASTA,Cisompet,Kab. Garut,dikdas,,
70006181,SMP NURUL HIKMAH,Kp.Nagrak RT 04 RW.06,Sukamukti,SWASTA,Cisompet,Kab. Garut,dikdas,,
69758167,SMP PLUS NURUL HUDA YASPINDA,Kp. Datarkendal,Cisompet,SWASTA,Cisompet,Kab. Garut,dikdas,,
20209306,SMPN 1 Cisompet,Jl. Raya Cisompet No. 763,Cisompet,NEGERI,Cisompet,Kab. Garut,dikdas,,
20227427,SMPN 2 Cisompet,Kp. Babakan Nangka Sukanagara,Sukanagara,NEGERI,Cisompet,Kab. Garut,dikdas,,
20262018,SMPN 3 Cisompet,Jl. Sindangpalay,Neglasari,NEGERI,Cisompet,Kab. Garut,dikdas,,
20268721,SMPN 4 Cisompet,Kp. Petir RT 03 RW 15,Cikondang,NEGERI,Cisompet,Kab. Garut,dikdas,,
20268874,SMPN 5 Cisompet,Jl. Serma Durahman,Jatisari,NEGERI,Cisompet,Kab. Garut,dikdas,,
60708049,MIS AL MUSTAQIM,Kp. Babakan Assalam,Pangrumasan,SWASTA,Peundeuy,Kab. Garut,dikdas,,
60708050,MIS MIFTAHUL HUDA,Kp. Campaka,Pangrumasan,SWASTA,Peundeuy,Kab. Garut,dikdas,,
60708051,MIS MIFTAHUL KHOER,Sukasari  Desa Saribakti,Saribakti,SWASTA,Peundeuy,Kab. Garut,dikdas,,
69854178,MIS Nurul Hidayah,Kp. Warungloa RT. 03 RW. 02,Toblong,SWASTA,Peundeuy,Kab. Garut,dikdas,,
60708052,MIS NURUL HUDA I,Kp. Cireundeu,Toblong,SWASTA,Peundeuy,Kab. Garut,dikdas,,
60708053,MIS NURUL HUDA II,Kp. Cijengkol 2,Saribakti,SWASTA,Peundeuy,Kab. Garut,dikdas,,
20278369,MTSS AS-SALAM PEUNDEUY,Kp. Babakan Salam,Peundeuy,SWASTA,Peundeuy,Kab. Garut,dikdas,,
20278367,MTSS ASY-SYIFA,Kp. Kubang Rt.02 Rw.01,Saribakti,SWASTA,Peundeuy,Kab. Garut,dikdas,,
69983186,MTSS DAARUL MUNAAJAH PEUNDEUY,KP. MEKARSARI RT. 02 RW. 05,Sukanagara,SWASTA,Peundeuy,Kab. Garut,dikdas,,
20278366,MTSS MA ARIF PEUNDEUY,Jl. Raya Toblong No.09,Toblong,SWASTA,Peundeuy,Kab. Garut,dikdas,,
69955918,Nurul Huda I Peundeuy,Kp. Cireundeu Rt.02 Rw.03,Toblong,SWASTA,Peundeuy,Kab. Garut,dikdas,,
20226562,SDN 1 Pangrumasan,Kp. Pangrumasan,Pangrumasan,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226615,SDN 1 Peundeuy,Jl. Raya Peundeuy No. 80 Kp. Parabon,Peundeuy,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226622,SDN 1 Purwajaya,Kp. Leuwicukang,Purwajaya,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226691,SDN 1 Saribakti,Jln Raya Saribakti Rt. 005 Rw. 001,Saribakti,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226974,SDN 1 Sukanagara,Kp. Pasir Salam,Sukanagara,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226563,SDN 2 Pangrumasan,Kp. Cigaruguy,Pangrumasan,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226616,SDN 2 Peundeuy,Kp. Sarohan,Peundeuy,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226564,SDN 2 Purwajaya,Kp. Babakan,Purwajaya,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226692,SDN 2 Saribakti,Kp. Cibuntu,Saribakti,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226975,SDN 2 Sukanagara,Kp. Sagarabiakta,Sukanagara,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20227128,SDN 2 Toblong,Kp. Cimudungdung,Toblong,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226565,SDN 3 Pangrumasan,Kp. Pencut,Pangrumasan,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226617,SDN 3 Peundeuy,Kp. Kubangsari,Peundeuy,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226693,SDN 3 Saribakti,Kp. Ciparay,Saribakti,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20227129,SDN 3 Toblong,Kp. Cireundeu,Toblong,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226566,SDN 4 Pangrumasan,Kp. Citapen,Pangrumasan,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226618,SDN 4 Peundeuy,Kp. Barukawung,Peundeuy,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226977,SDN 4 Sukanagara,Kp. Cimanisan,Sukanagara,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20227130,SDN 4 Toblong,Kp. Keboncau,Toblong,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20226695,SDN 5 Saribakti,Kp. Jinten,Saribakti,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20227131,SDN 5 Toblong,Kp. Cinangsi,Toblong,NEGERI,Peundeuy,Kab. Garut,dikdas,,
69965101,SMP ISLAM AL-FATAH MA SUM,Kp. Ciucing,Saribakti,SWASTA,Peundeuy,Kab. Garut,dikdas,,
69947969,SMP IT DARUL HIKAM PEUNDEUY,Kp. Bojongrandu RT 01 RW 02 Ds. Toblong Kec. Peundeuy Kab. Garut,Toblong,SWASTA,Peundeuy,Kab. Garut,dikdas,,
69986249,SMP IT MADINATUL HIKAM,Kp. Pacing,Peundeuy,SWASTA,Peundeuy,Kab. Garut,dikdas,,
20209394,SMPN 1 Peundeuy,Kp. Kubangsari,Peundeuy,NEGERI,Peundeuy,Kab. Garut,dikdas,,
20268840,SMPN Satu Atap 1 Peundeuy,Kp Babakan,Purwajaya,NEGERI,Peundeuy,Kab. Garut,dikdas,,
69993852,MI AL-IMTIYAZ,KP. ANCLAHAN RT 04 RW 07,Sukawangi,SWASTA,Singajaya,Kab. Garut,dikdas,,
69727114,MIS AL ADZIIM SARONGE,Kp. Saronge,Karangagung,SWASTA,Singajaya,Kab. Garut,dikdas,,
60708062,MIS AL MUAWANAH,Kp. Pamoyanan RT. 02 RW. 05,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
70048163,MIS AL-MUBDI,Kp. Cijungklang Rt. 001 Rw. 008,Kec. Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
60708063,MIS ASSIBYAN,Kp. Panyingkiran,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
69727140,MIS DARUL MUNAWAROH,Kp. Datarnangka,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
60708064,MIS RIYADLUL HUDA,Kp. Sindangsari RT. 02 RW. 01,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
69976284,MTS INTAN MANDIRI,KP BARU RT 04/03,Sukamulya,SWASTA,Singajaya,Kab. Garut,dikdas,0.0,0.0
69728091,MTSS AL MAMUN FAUZANIYAH,Kp. Pajagan Ds. Cigintung Kec. Singajaya Kab. garut,Cigintung,SWASTA,Singajaya,Kab. Garut,dikdas,,
20278383,MTSS AL-MUAWANAH,Kp. Pamoyanan,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
20278384,MTSS DAARUTHOLIBIN,Jl. Surapati,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
69976279,MTSS HIDAYATUL MUBTADI,KP. PINANGRAANG RT 01 RW 07,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
69983226,MTSS INSANUL HUSSNA,KP. CIBADAK,Girimukti,SWASTA,Singajaya,Kab. Garut,dikdas,,
69983253,MTSS MIFTAHUL HASANAH,KP. GANEAS,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
20278386,MTSS NURUL HIDAYAH,Jl. Raya Cibogo,Kec. Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
20278387,MTSS NURUL HIDAYATUL IMAN,Kp. Panyingkiran Rt.01 Rw.04,Mekartani,SWASTA,Singajaya,Kab. Garut,dikdas,,
20278388,MTSS SA RIYADLUL HUDA,Kp. Sindangsari,Singajaya,SWASTA,Singajaya,Kab. Garut,dikdas,,
69913120,SD IT AL-MUBIIN,Jl. Mekartani Kp. Cikelentong,Mekartani,SWASTA,Singajaya,Kab. Garut,dikdas,,
20226038,SDN 1 Girimukti,Kp. Cikadu,Girimukti,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226116,SDN 1 Karangagung,Kp. Tonjongkarang,Karangagung,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226416,SDN 1 Mekartani,Kp. Cijoho,Mekartani,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226549,SDN 1 Pancasura,Kp. Pancasura,Pancasura,NEGERI,Singajaya,Kab. Garut,dikdas,,
20209340,SDN 1 Sukamulya,Kp. Nangkapayung,Sukamulya,NEGERI,Singajaya,Kab. Garut,dikdas,,
20227047,SDN 1 Sukawangi,Kp. Pasirjonge,Sukawangi,NEGERI,Singajaya,Kab. Garut,dikdas,,
20225807,SDN 2 Cigintung,Kp. Pasirkipas,Cigintung,NEGERI,Singajaya,Kab. Garut,dikdas,,
20225982,SDN 2 Ciudian,Kp. Bantarsari,Ciudian,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226041,SDN 2 Girimukti,Kp. Cidadangrat,Girimukti,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226417,SDN 2 Mekartani,Kp. Pasir Angin,Mekartani,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226550,SDN 2 Pancasura,Kp. Pamoyanan,Pancasura,NEGERI,Singajaya,Kab. Garut,dikdas,,
20226953,SDN 2 Sukamulya,Kp. Cihuni,Sukamulya,NEGERI,Singajaya,Kab. Garut,dikdas,,
20227050,SDN 2 Sukawangi,Kp. Sukawangi,Sukawangi,NEGERI,Singajaya,Kab. Garut,dikdas,,
